STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TECH,Technology domain,UNIT_MEASURE,Measure,SIZE,Family size,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,LUX,Luxembourg,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,MEX,Mexico,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,17.5554830287207,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,MEX,Mexico,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,17.7111795825822,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,MEX,Mexico,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,18.3380311411902,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,MEX,Mexico,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,18.2875605815832,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,MEX,Mexico,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,22.8529839883556,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,MEX,Mexico,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,29.8957985686215,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,MEX,Mexico,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,27.2151898734146,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,MEX,Mexico,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,28.2352941176474,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NLD,Netherlands,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,2.2355571243677,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NLD,Netherlands,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,3.79023883696783,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NLD,Netherlands,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,7.50718544892895,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NLD,Netherlands,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,3.35926449787841,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NLD,Netherlands,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,7.68117848217801,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NLD,Netherlands,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,6.68391528417819,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NLD,Netherlands,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,7.01754385964924,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NLD,Netherlands,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,9.51612903225855,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NZL,New Zealand,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NZL,New Zealand,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,8.33333333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NZL,New Zealand,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,16.6666666666667,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NZL,New Zealand,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,6.97674418604002,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NZL,New Zealand,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,1.96078431372549,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NZL,New Zealand,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NZL,New Zealand,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NOR,Norway,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NOR,Norway,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,5.09554140127388,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NOR,Norway,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,5.45454545454549,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NOR,Norway,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,2.9411764705883,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NOR,Norway,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,10.9150023223409,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NOR,Norway,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,3.17965023847377,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NOR,Norway,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,9.12280701754386,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,NOR,Norway,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,POL,Poland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,16.8378900110358,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,POL,Poland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,18.1206841363407,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,POL,Poland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,16.9003021317051,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,POL,Poland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,15.5078249427479,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,POL,Poland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,19.0325968485476,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,POL,Poland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,17.3501338252251,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,POL,Poland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,23.4225585938275,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,POL,Poland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,24.2119852398458,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,PRT,Portugal,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,29.993277310923,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,PRT,Portugal,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,27.2694524495681,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,PRT,Portugal,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,9.54907161803734,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,PRT,Portugal,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,25.5844155844156,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,PRT,Portugal,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,19.3954451345756,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,PRT,Portugal,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,13.2926829268293,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,PRT,Portugal,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,12.5984251968476,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,PRT,Portugal,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,29.9894625922008,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVK,Slovak Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,7.94326241134752,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVK,Slovak Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,1.64383561643845,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVK,Slovak Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,20.2547953048959,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVK,Slovak Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,10.1307189542484,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVK,Slovak Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,22.3350253807107,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVK,Slovak Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,53.369272237196,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVK,Slovak Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,41.2844036697263,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVK,Slovak Republic,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,13.1360946745565,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVN,Slovenia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVN,Slovenia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,7.2289156626506,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVN,Slovenia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,4.76190476190476,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVN,Slovenia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,11.7263843648215,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVN,Slovenia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,9.43396226414914,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVN,Slovenia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,22.8448275862069,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVN,Slovenia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,27.9411764705856,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SVN,Slovenia,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,10.9523809523809,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,11.4136275013602,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,9.73459972047294,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,15.9294811762502,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,9.66740990075602,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,12.0930225569336,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,13.0931850947545,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,11.9039887842134,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,ESP,Spain,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,19.9051758977242,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,6.60992217898838,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,7.04270749395651,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,4.73186119873819,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,4.69319376849522,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,8.48833173339995,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,9.25623713838033,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,8.54900398953515,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,SWE,Sweden,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,6.27450112663694,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CHE,Switzerland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2017,,6.35446065534566,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CHE,Switzerland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2018,,8.41179103091339,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CHE,Switzerland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2019,,5.25164113785547,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CHE,Switzerland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2020,,4.54959053685171,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CHE,Switzerland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2021,,5.96863468634693,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CHE,Switzerland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2022,,8.45927018061218,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CHE,Switzerland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2023,,5.91054313099011,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CHE,Switzerland,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,5.09360186478024,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,TUR,Türkiye,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2015,,21.6415410385264,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,TUR,Türkiye,A,Annual,ENV_PAT,Environment-related technologies,PT_PATN,Percentage of patents,ONE,One and greater (all inventions),F,Female,2016,,14.2236094080927,,A,Normal value,0,Units,2,Two
