STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,VARIABLE_CATEGORY,Variable category,SIGI_FRAMEWORK,SIGI Framework,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,POP_BASE,Population base,CALC_METHOD,Calculation method,SDG_SERIES,SDG indicator
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,AUS,Australia,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.8,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,AUT,Austria,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.9,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BEL,Belgium,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CAN,Canada,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.5,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CHL,Chile,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,COL,Colombia,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.7,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CRI,Costa Rica,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.6,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,DNK,Denmark,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.4,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,EST,Estonia,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.6,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,FIN,Finland,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.4,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,FRA,France,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.7,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,DEU,Germany,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.6,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,GRC,Greece,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.6,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,HUN,Hungary,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,IRL,Ireland,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.3,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,ITA,Italy,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.4,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,JPN,Japan,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,4.8,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,KOR,Korea,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,3.2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,LVA,Latvia,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,LTU,Lithuania,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,LUX,Luxembourg,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,MEX,Mexico,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.5,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,NLD,Netherlands,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.6,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,NZL,New Zealand,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.7,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,NOR,Norway,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,POL,Poland,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.8,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,PRT,Portugal,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.7,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SVN,Slovenia,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.9,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,ESP,Spain,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,SWE,Sweden,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.3,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CHE,Switzerland,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.5,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,TUR,Türkiye,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,5.2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,GBR,United Kingdom,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.8,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,USA,United States,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.6,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,G7,G7,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.9,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,G20,G20,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.4,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,EU,European Union,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.9,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,OECD,OECD,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.1,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,ALB,Albania,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,6.3,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,DZA,Algeria,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,5.8,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,ARG,Argentina,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.5,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,ARM,Armenia,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,5,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,AZE,Azerbaijan,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.9,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BEN,Benin,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,5.3,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BTN,Bhutan,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.5,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BOL,Bolivia,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.9,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BRA,Brazil,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.3,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,BGR,Bulgaria,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CPV,Cabo Verde,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.1,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,KHM,Cambodia,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,10,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CMR,Cameroon,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,3.5,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CHN,China (People’s Republic of),DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,2.6,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CIV,Côte d’Ivoire,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,4,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,CUB,Cuba,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,1.7,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
DATAFLOW,OECD.DEV.NPG:DSD_GID@DF_GID_2023(1.0),"Gender, Institutions and Development Database (GID-DB) 2023",I,DOM,Dominican Republic,DF_HR_PCT_1,Time spent on unpaid care and domestic work,FCTR_TIME_M,Factor of men's time,_X,Unspecified,F,Female,PCT,Practices,DF_HR,Household responsibilities,2023,,4.4,,A,Normal value,0,Units,,,SIGI_NO,Variable not used to compute the composite index (SIGI),SL_DOM_TSPD,Proportion of time spent on unpaid domestic chores and care work [5.4.1]
